,name,link,origin,birth,origin_point,birth_point,spotify_id,genre
114,Jeffrey Foucault,/wiki/Jeffrey_Foucault,"Whitewater, Wisconsin, United States",,"b""\x01\x01\x00\x00\x00\x90N]\xf9,/V\xc0'\xc0\xb0\xfc\xf9jE@""",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',7i36YYqKiSqVihxTcvLSBK,folk
115,Bob Franke,/wiki/Bob_Franke,,"Hamtramck, Michigan",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00w\x83h\xadh\xc3T\xc0\xd3\xdb\x9f\x8b\x862E@',549lq7KH0kmFc6aGPDh4Ft,folk
116,Donavon Frankenreiter,/wiki/Donavon_Frankenreiter,"Downey, California, United States",,b'\x01\x01\x00\x00\x00\x98\xfayS\x91\x88]\xc0\xf2^\xb52\xe1\xf7@@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',2IAZ2xX1Ovh5jxhBWE7wda,folk
117,Debbie Friedman,/wiki/Debbie_Friedman,,"Utica, New York",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00p@KW\xb0\xcdR\xc0\x115\xd1\xe7\xa3\x8cE@',4q1wUtYNvarbN3rHViYKlm,folk
118,Gaia Consort,/wiki/Gaia_Consort,Seattle,,b'\x01\x01\x00\x00\x00~\x1a\xf7\xe67\x95^\xc0\xf1)\x00\xc63\xd6G@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',1AJXK4InICD9BG5gM3mMcS,folk
119,Garfunkel and Oates,/wiki/Garfunkel_and_Oates,"Los Angeles, California, U.S.",,b'\x01\x01\x00\x00\x00\xd1\x05\xf5-s\x90]\xc0\xa5\x83\xf5\x7f\x0e\x07A@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',2wZcAibn3pVsNvp95HQx8n,folk
120,Mary Gauthier,/wiki/Mary_Gauthier,,New Orleans,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xef\x91\xcdU\xf3xV\xc0\xeck]j\x84\x0e>@',4SK1IgkcWWc5HC1TOBq1VS,folk
121,Bob Gibson,/wiki/Bob_Gibson_(musician),,Brooklyn,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00N|\xb5\xa38}R\xc0UO\xe6\x1f}SD@',5WLoAqg0ZvFZhRImCFIuBE,folk
122,Ronnie Gilbert,/wiki/Ronnie_Gilbert,,"Brooklyn, New York, New York",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00N|\xb5\xa38}R\xc0UO\xe6\x1f}SD@',3eygVwHBnCJUSs5yZ6hhdN,folk
123,Eliza Gilkyson,/wiki/Eliza_Gilkyson,,"Hollywood, Los Angeles, California",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00@3\x88\x0f\xec\x94]\xc0\xb7]h\xae\xd3\x0cA@',1x2vfyp8dGA84qgwb3D9QG,folk
124,Terry Gilkyson,/wiki/Terry_Gilkyson,,"Phoenixville, Pennsylvania",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',"b'\x01\x01\x00\x00\x00\x0e\xa0\xdf\xf7o\xe1R\xc0\xa8\xaa\xd0@,\x11D@'",6QvKZKLAUDRBn0fOtS3Gaf,folk
125,Steve Goodman,/wiki/Steve_Goodman,,"Chicago, Illinois",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00j0\r\xc3G\xeaU\xc0#\x15\xc6\x16\x82\xf0D@',0n5eyZr2XjOLUODPGZrlLB,folk
126,John Gorka,/wiki/John_Gorka,,"Colonia, New Jersey",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xf4\xa8\xf8\xbf#\x94R\xc0H\x89]\xdb\xdbKD@',2MWKhzU2iggdtLs4xLTqrP,folk
127,Tracy Grammer,/wiki/Tracy_Grammer,,"Homestead, Florida, U.S.",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x007\xc5\xe3\xa2Z\x1cT\xc0\x08Y\x16L\xfcu9@',3VN5sD7hLy1j1RAzgHpGED,folk
128,Greenbriar Boys,/wiki/Greenbriar_Boys,"New York City, New York, U.S.",,b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',7xhEuOtvDtyDjvRPztjyKX,folk
129,Patty Griffin,/wiki/Patty_Griffin,"Old Town, Maine, U.S.",,b'\x01\x01\x00\x00\x00\xe3\xa40\xefq/Q\xc0\x81\xec\xf5\xee\x8fyF@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',7tNLRmiAN8hpmFrbIHiHsy,folk
130,Nanci Griffith,/wiki/Nanci_Griffith,,"Seguin, Texas",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xd0\rM\xd9\xe9}X\xc0\xb8sa\xa4\x17\x95=@',5CAiy5rDr3LaSoGtJOq6A0,folk
131,Arlo Guthrie,/wiki/Arlo_Guthrie,,Brooklyn,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00N|\xb5\xa38}R\xc0UO\xe6\x1f}SD@',0B6QEFtRnneEzb4iqjI0Nw,folk
132,Sarah Lee Guthrie,/wiki/Sarah_Lee_Guthrie,"California, United States",,b'\x01\x01\x00\x00\x00\x8d}\xc9\xc6\x83\xe5]\xc0H1@\xa2\tDB@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',0vDFYlSoT0ODd039aKnX96,folk
133,Woody Guthrie,/wiki/Woody_Guthrie,,"Okemah, Oklahoma",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xdd\xe9\xce\x13\xcf\x13X\xc0\xb6\x84|\xd0\xb3\xb7A@',4rAgFKtlTr66ic18YZZyF1,folk
134,Kristen Hall,/wiki/Kristen_Hall,"Atlanta, Georgia, U.S.",,"b'\x01\x01\x00\x00\x00\xc0""\xbf~\x88\x1aU\xc0\r\xa6a\xf8\x88\xe2@@'",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',0527Sy7Q2pROOs0fFWCN3M,folk
135,Frank Hamilton,/wiki/Frank_Hamilton_(musician),United States,,b'\x01\x01\x00\x00\x00*\xaa~\xa5\xf3?X\xc0\xc1\xad\xbby\xaa\xdbC@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',4h1KKGcIKkVPfuH6K7nVYa,folk
136,Kristy Hanson,/wiki/Kristy_Hanson,"Shaker Heights, Cleveland, United States",,b'\x01\x01\x00\x00\x00\x1d\x00qW\xafiT\xc0\xe6\xe5\xb0\xfb\x8e\xbfD@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',5Y2qcuBccI5UhQhxtif7vQ,folk
137,Jack Hardy,/wiki/Jack_Hardy_(singer-songwriter),"Greenwich Village, New York City, U.S.",,b'\x01\x01\x00\x00\x00\xfacZ\x9b\xc6\x7fR\xc0r\x8b\xf9\xb9\xa1]D@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',2NeVp4TDUH0e3LXYmAXo81,folk
138,Kelly Harrell,/wiki/Kelly_Harrell,"Virginia, United States",,b'\x01\x01\x00\x00\x00\xfe\xb7\x92\x1d\x1b\x98S\xc0/\xfa\n\xd2\x8c\xddB@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',2ojv6CmzZUTS641pPo27Fd,folk
139,Bess Lomax Hawes,/wiki/Bess_Lomax_Hawes,,"Austin, Texas",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xb4Z`\x8f\x89uX\xc0|e\xde\xaa\xeb8>@',6LoF0oYc5FQIeA0Nc9LGwc,folk
140,Lee Hays,/wiki/Lee_Hays,,"Little Rock, Arkansas",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x95\x9e\xe9%\xc6\x16W\xc0\xbcY\x83\xf7U[A@',19ZejdTub8LEUGFX1kC60v,folk
141,John Herald,/wiki/John_Herald,,"New York City, New York",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',3bGVjMzmXhJmFIcdkYcd7d,folk
142,Priscilla Herdman,/wiki/Priscilla_Herdman,,"Eastchester, New York",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00?\xc9\x1d6\x91sR\xc0cFx{\x10|D@',6xv67uJihcE7lpvMVlG19a,folk
143,Carolyn Hester,/wiki/Carolyn_Hester,"Waco, Texas, United States",,b'\x01\x01\x00\x00\x00\xcf\xa3\xe2\xff\x8eLX\xc01\xd0\xb5/\xa0\x8f?@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',5Yy26jXSEFqj1art47bJyc,folk
144,Sara Hickman,/wiki/Sara_Hickman,,"Jacksonville, North Carolina",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x003\xfd\x12\xf1\xd6ZS\xc0T5A\xd4}^A@',2ycLfo67vYC5YJsx3e7e0c,folk
145,Anne Hills,/wiki/Anne_Hills,,Moradabad,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x17\x80F\xe9\xd2\xb0S@\x9a\x06E\xf3\x00\xd6<@',1l0ZBi4Ua63psmX8grSrND,folk
146,David Holt,/wiki/David_Holt_(musician),,"Gatesville, Texas",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00U\x84\x9b\x8c*nX\xc05A\xd4}\x00n?@',2e1nAd2hOpaHOTTgQ3SepK,folk
147,Holy Modal Rounders,/wiki/Holy_Modal_Rounders,"Lower East Side, New York, NY, USA",,b'\x01\x01\x00\x00\x00\xac\xe5\xceL0\x7fR\xc0\n\x9eB\xae\xd4[D@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',5ZjKW4JhcFuOXLpuJrr8wJ,folk
148,Rita Hosking,/wiki/Rita_Hosking,,"Davis, California",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x0c\x1e\xa6}sn^\xc0\xee\xcdo\x98hFC@',0mTFlPTXxh8UAV04MwW7al,folk
149,Cisco Houston,/wiki/Cisco_Houston,,"Wilmington, Delaware",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x8f\xe4\xf2\x1f\xd2\xe0R\xc0M\x10u\x1f\x80\xdcC@',1N5hj4BNumkXa8D3fyfMYE,folk
150,Michael Hurley,/wiki/Michael_Hurley_(musician),,"Bucks County, Pennsylvania",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00>\xafx\xea\x91\xccR\xc0\x9b9$\xb5P4D@',3XHvzfKFZkSXEUiZE4WrIz,folk
151,Janis Ian,/wiki/Janis_Ian,,"Farmingdale, New Jersey",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xab\xcf\xd5V\xec\x8aR\xc06\x02\xf1\xba~\x19D@',5c9uFWpZY2MTlk7Rft0tgp,folk
152,Indigo Girls,/wiki/Indigo_Girls,"Atlanta, Georgia, United States",,"b'\x01\x01\x00\x00\x00\xc0""\xbf~\x88\x1aU\xc0\r\xa6a\xf8\x88\xe2@@'",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',4wM29TDTr3HI0qFY3KoSFG,folk
153,Iron & Wine,/wiki/Iron_%26_Wine,,"Chapin, South Carolina",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00]\x88\xd5\x1faVT\xc0\xcd\x05.\x8f5\x15A@',6mdiAmATAx73kdxrNrnlao,folk
154,Bon Iver,/wiki/Bon_Iver,"Eau Claire, Wisconsin, U.S.",,b'\x01\x01\x00\x00\x004d<J%\xe0V\xc0\xcc{\x9ci\xc2hF@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',4LEiUm1SRbFMgfqnQTwUbQ,folk
155,Burl Ives,/wiki/Burl_Ives,,"Hunt City, Illinois",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x1e\xe1\xb4\xe0E\x01V\xc0l\xb3\xb1\x12\xf3\x86C@',0MHgLfmQdutffmvWe5XBTN,folk
156,Ella Jenkins,/wiki/Ella_Jenkins,"Chicago, Illinois, U.S.","St. Louis, Missouri",b'\x01\x01\x00\x00\x00j0\r\xc3G\xeaU\xc0#\x15\xc6\x16\x82\xf0D@',b'\x01\x01\x00\x00\x00U\xda\xe2\x1a\x9f\x8fV\xc0\xa3\xca0\xee\x06QC@',2AdaJlzNcOpdrvMSBN92Wp,folk
157,Jewel Kilcher,/wiki/Jewel_Kilcher,"Homer, Alaska, U.S.","Payson, Utah",b'\x01\x01\x00\x00\x00\x15\x02\xb9\xc4\x11\xf0b\xc0\x9b\xfe\xecG\x8a\xd2M@',b'\x01\x01\x00\x00\x00\xe1A\xb3\xeb\xde\xee[\xc0\xac:\xab\x05\xf6\x04D@',05cqfWVtssCo3KVcqEAYG3,folk
158,Mason Jennings[1],/wiki/Mason_Jennings,"Minneapolis, Minnesota, U.S.","Honolulu, Hawaii",b'\x01\x01\x00\x00\x00\xb7\xd4A^\x0fQW\xc0\xf3\xe5\x05\xd8G{F@',b'\x01\x01\x00\x00\x00\xfcrf\xbbB\xb9c\xc0GU\x13D\xddg5@',6CQrZZn0g2ZNfIcXbi4pdo,folk
159,Orville Johnson,/wiki/Orville_Johnson,,Edwardsville,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x89\xb2\xb7\x94\xf3~V\xc0\xae\xf3o\x97\xfddC@',1SdW8XTCAkjTC5qt3G4EW1,folk
160,Freedy Johnston,/wiki/Freedy_Johnston,"Kinsley, Kansas",,b'\x01\x01\x00\x00\x00\xa1\xf6[;Q\xdaX\xc0:\xca\xc1l\x02\xf6B@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',5aeoG3xBrai5JsTqVmmgj0,folk
161,Dick Justice,/wiki/Dick_Justice_(singer),,"East Lynn, West Virginia, [1]",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00{\xa0\x15\x18\xb2\x02>@\x8aY/\x86r\x02>\xc0',4NsftmqvmNQqMhfD5WJN7n,folk
162,Noah Kahan,/wiki/Noah_Kahan,,"Strafford, Vermont",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00K#f\xf6y\x17R\xc0\xf7\xe9x\xcc@\xefE@',2RQXRUsr4IW1f3mKyKsy4B,folk
163,Lucy Kaplansky,/wiki/Lucy_Kaplansky,"Chicago, Illinois, U.S.",,b'\x01\x01\x00\x00\x00j0\r\xc3G\xeaU\xc0#\x15\xc6\x16\x82\xf0D@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',1TrFdcZHtuaF2r7vgFyfiz,folk
164,Buell Kazee,/wiki/Buell_Kazee,"Magoffin County, Kentucky, USA",,b'\x01\x01\x00\x00\x00\xd33\xbd\xc4X\xc4T\xc0\xf5\xf7Rx\xd0\xdeB@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',6tcyQ0ycaAsYbjhoDOt1jd,folk
165,The Kennedys,/wiki/The_Kennedys_(band),"New York, US",,b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',38KVwdXUvepibtHMYKF6Bm,folk
166,Charlie King,/wiki/Charlie_King_(folksinger),,"Brockton, Massachusetts",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xbc\x07\xe8\xbe\x9c\xc1Q\xc0d \xcf.\xdf\nE@',1Zu42Zg5rpybf2wn5G8Jn9,folk
167,The Kingston Trio,/wiki/The_Kingston_Trio,"Palo Alto, California",,b'\x01\x01\x00\x00\x00\xc9\xadI\xb7%\x88^\xc0F\x06\xb9\x8b0\xb7B@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',3qtcbDvdIgQOXkPbtRvBaQ,folk
168,Bonnie Koloc,/wiki/Bonnie_Koloc,"Chicago, Illinois",,b'\x01\x01\x00\x00\x00j0\r\xc3G\xeaU\xc0#\x15\xc6\x16\x82\xf0D@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',4IaGDEEdbfXdudtworAdym,folk
169,Leo Kottke,/wiki/Leo_Kottke,,"Athens, Georgia",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',"b'\x01\x01\x00\x00\x00d@\xf6z\xf7\xd6T\xc0\x03}""O\x92\xfa@@'",6cjuHeJM6CHRUhIhApwFwx,folk
170,Peter La Farge,/wiki/Peter_La_Farge,United States,,b'\x01\x01\x00\x00\x00*\xaa~\xa5\xf3?X\xc0\xc1\xad\xbby\xaa\xdbC@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',043WRXguGXwwwPHGnNz20i,folk
171,Jimmy LaFave,/wiki/Jimmy_LaFave,,"Wills Point, Texas",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xd6\xc5m4\x80\x00X\xc0\x86q7\x88\xd6Z@@',3PCC1w6AJvKLFpZbDJrsGe,folk
172,Bruce Langhorne,/wiki/Bruce_Langhorne,,"Tallahassee, Florida",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00#\x14[A\xd3\x10U\xc0Q\xf5+\x9d\x0fs>@',3qznYzY3OEo9gewAVrGFHr,folk
173,Patty Larkin,/wiki/Patty_Larkin,,"Des Moines, Iowa",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xd3\x9f\xfdH\x11gW\xc0\xc2\xbe\x9dD\x84\xc9D@',5Wbs3NarmOuhdA754hveyb,folk
174,Lavender Diamond,/wiki/Lavender_Diamond,"Los Angeles, California, USA",,b'\x01\x01\x00\x00\x00\xd1\x05\xf5-s\x90]\xc0\xa5\x83\xf5\x7f\x0e\x07A@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',2Z1N9zMrbKe6emt3mhc6Kw,folk
175,Lead Belly,/wiki/Lead_Belly,,"[1], Mooringsport, Louisiana",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00+\xd9\xb1\x11\x88\xcbU@&\x1eP6\xe5:;@',3Ovf2lytXSXWFM2cwsJACC,folk
176,Katie Lee,/wiki/Katie_Lee_(singer),,"Aledo, Illinois",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xe9\xd4\x95\xcf\xf2\xafV\xc0p\x98h\x90\x82\x99D@',7mKkP1VviPDyZv98EOFT67,folk
177,Julius Lester,/wiki/Julius_Lester,,"St. Louis, Missouri",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00U\xda\xe2\x1a\x9f\x8fV\xc0\xa3\xca0\xee\x06QC@',5aTwY2xyrJy4cS1jlFg1oG,folk
178,Lily and Maria,/wiki/Lily_and_Maria,"New York City, United States",,b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',1Iigbsm3q7W1uYsngWLxWJ,folk
179,The Limeliters,/wiki/The_Limeliters,"Los Angeles, CaliforniaUnited States[1]",,b'\x01\x01\x00\x00\x00\xd1\x05\xf5-s\x90]\xc0\xa5\x83\xf5\x7f\x0e\x07A@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',08Zx5pufnilNAjm28CauiH,folk
180,Alan Lomax,/wiki/Alan_Lomax,,Austin,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xb4Z`\x8f\x89uX\xc0|e\xde\xaa\xeb8>@',1u8YzEYh6gvvFog95WtAao,folk
181,Laura Love,/wiki/Laura_Love_(musician),,"Lincoln, Nebraska",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xc8\x94\x0fA\xd5*X\xc0[\x9a[!\xachD@',1fcl0zZe6uWTKJt57TZOaH,folk
182,Woody Mann,/wiki/Woody_Mann,,New York City,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',3lEqWbIKIfQy7Wl36z04Cd,folk
183,Roger Manning,/wiki/Roger_Manning,New York City,[1],b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',b'\x01\x01\x00\x00\x00+\xd9\xb1\x11\x88\xcbU@&\x1eP6\xe5:;@',7bi8x4Ms2FZ74J6c1qaYLw,folk
184,Ed McCurdy,/wiki/Ed_McCurdy,,"Willow Hill, Pennsylvania",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xa87\xa3\xe6\xabuS\xc0\xd4\n\xd3\xf7\x1anD@',4YnvE72EzUsNg2fGvRPX80,folk
185,John McCutcheon,/wiki/John_McCutcheon,,"Wausau, Wisconsin",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xa5j\xbb\t\xbehV\xc0#\x87\x88\x9bS{F@',0TzlaraGqiaAfTjqTh96dc,folk
186,Brownie McGhee,/wiki/Brownie_McGhee,,"Knoxville, Tennessee",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xd0\x98I\xd4\x0b\xfeT\xc0\xfa\xd2\xdb\x9f\x8b\xfcA@',3qXzj7WzBV3kwy1yEV1RcC,folk
187,Lori McKenna,/wiki/Lori_McKenna,,"[1], Stoughton, Massachusetts",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00+\xd9\xb1\x11\x88\xcbU@&\x1eP6\xe5:;@',1OV5mEATxtVma7fleFaUyl,folk
188,Will McLean,/wiki/Will_McLean,,Chipley,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',"b'\x01\x01\x00\x00\x00\xbc""\xf8\xdfJBX\xc0E\x12\xbd\x8cb\xc9<@'",5kCu7POOERJVJuIiaExiLu,folk
189,Melanie,/wiki/Melanie_(singer),,"Queens, New York City",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x97\x8f\xa4\xa4\x87sR\xc0\xf3\x1d\xfc\xc4\x01\\D@',63yrD80RY3RNEM2YDpUpO8,folk
190,Ingrid Michaelson,/wiki/Ingrid_Michaelson,,[2],b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xd7\xa3p=\ngU@\xa8\x18\xe7oB\xf1:@',2vm8GdHyrJh2O2MfbQFYG0,folk
191,Roger Miller,/wiki/Roger_Miller,,"Fort Worth, Texas",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x17\x9f\x02`<UX\xc0\x17*\xffZ^]@@',1RP2UpEaRzkF0Id3JigqD8,folk
192,Anaïs Mitchell,/wiki/Ana%C3%AFs_Mitchell,"Montpelier, Vermont, U.S.",,b'\x01\x01\x00\x00\x00\xa6\xf2v\x84\xd3$R\xc0J\xb7%r\xc1!F@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',7K5Lm5dxoEwEpOS0Fc3l3s,folk
