,name,link,origin,birth,origin_point,birth_point,spotify_id,genre
35,Rockin' Dopsie,/wiki/Rockin%27_Dopsie,,"Carencro, Louisiana",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00j\x12\xbc!\x8d\x02W\xc0\xb0\xe3\xbf@\x10P>@',72iADHTfbYiwjTmW4AcuL4,folk
36,Rockin' Sidney,/wiki/Rockin%27_Sidney,,"Lebeau, Louisiana",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xb4\x8e\xaa&\x88\xfeV\xc0\xde<\xd5!7\xbb>@',328azApStz6rBvBKZsUwvi,folk
37,Amanda Shaw,/wiki/Amanda_Shaw,,Boston,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00t\xceOq\x1c\xc3Q\xc0\xac\xfe\x08\xc3\x80-E@',5ly5bZR1G4PijTkirVOyFZ,folk
38,Terrance Simien,/wiki/Terrance_Simien,,"Mallet, Louisiana",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x10\xaf\xeb\x17\xec W\xc0\xe3\xc6-\xe6\xe7\x8a>@',2pBpjXBKJtxmlzjk5OjaRi,folk
39,Jo-El Sonnier,/wiki/Jo-El_Sonnier,,"Rayne, Louisiana",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xd2:\xaa\x9a \x11W\xc0\xcc\x0b\xb0\x8fN=>@',6TdaDpGBUyjeHtwQfMNoOF,folk
40,Nathan Williams,/wiki/Nathan_Williams_(Zydeco),,St. Martinville,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xf1d73\xfa\xf4V\xc0a\xddxwd >@',2OHypU9FnBtbHK18a9OFa3,folk
41,Buckwheat Zydeco,/wiki/Buckwheat_Zydeco,,"Lafayette, Louisiana",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xcb\xf5\xb6\x99\n\x02W\xc0Z-\xb0\xc7D6>@',31ioFU3ADV6npBP7ykNvtF,folk
42,The Accidentals,/wiki/The_Accidentals,"Traverse City, Michigan, United States",,b'\x01\x01\x00\x00\x00\xf3X32\xc8eU\xc0\x01l@\x84\xb8`F@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',5JqJWTzD2wSWAp7UmFSP5x,folk
43,Kasey Chambers,/wiki/Kasey_Chambers,"Adelaide, South Australia, Australia","Mount Gambier, South Australia",b'\x01\x01\x00\x00\x00@i\xa8QHSa@\xfeC\xfa\xed\xebvA\xc0',b'\x01\x01\x00\x00\x007\x8eX\x8b\xcf\x98a@\xb6\xf2\x92\xff\xc9\xe9B\xc0',6uATIQFyydDXPc2RlLzcUE,folk
44,Derroll Adams,/wiki/Derroll_Adams,,"Portland, Oregon",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xc2\x12\x0f(\x9b\xa9^\xc0d?\x8b\xa5H\xc4F@',0dcbZPNrE1zejMbLyUKxqd,folk
45,A Fragile Tomorrow,/wiki/A_Fragile_Tomorrow,"Montgomery, New York, United States",,b'\x01\x01\x00\x00\x00\n\x84\x9db\xd5\x8eR\xc0\xd3i\xdd\x06\xb5\xc7D@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',36j3p0TaCqKs24aXWiFY1X,folk
46,The Almanac Singers,/wiki/The_Almanac_Singers,New York City,,b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',6FJhtg2UjgNZk9e8tf6Zew,folk
47,Eric Andersen,/wiki/Eric_Andersen,,Pittsburgh,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xd4|\x95|\xec\xfbS\xc0\x0eK\x03?\xaa9D@',6t2MHOFOYTYNUXi9CNjP5A,folk
48,Jamie Anderson,/wiki/Jamie_Anderson_(musician),,"Tucson, Arizona",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xc9s}\x1f\x0e\xb5[\xc00/\xc0>:\x19@@',3QeUcfxQWae16K2zOaagyG,folk
49,Devendra Banhart,/wiki/Devendra_Banhart,,Houston,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x13\x10\x93p!\xd7W\xc0\x19p\x96\x92\xe5\xc8=@',1YZEoYFXx4AxVv13OiOPvZ,folk
50,Dan Bern,/wiki/Dan_Bern,,"Mount Vernon, Iowa",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xdf\x87\x83\x84(\xdbV\xc0M\xc0\xaf\x91$\xf6D@',73CZu9benZbhuQwq2NDuWL,folk
51,Leon Bibb,/wiki/Leon_Bibb_(musician),,"Louisville, Kentucky",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x90\xf8\x15k\xb8qU\xc0D\xf9\x82\x16\x12\x12C@',6h6rvsubMjxNgb5fvOo1mP,folk
52,Theodore Bikel,/wiki/Theodore_Bikel,,"Vienna, Austria",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xa0Q\xba\xf4/Y0@bHN&n\x19H@',67p0NB8haJlULQy2gr4iKZ,folk
53,Billy Pilgrim,/wiki/Billy_Pilgrim_(group),United States,,b'\x01\x01\x00\x00\x00*\xaa~\xa5\xf3?X\xc0\xc1\xad\xbby\xaa\xdbC@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',4rMdzVjq1qqizATeZrjn6l,folk
54,David Blue,/wiki/David_Blue_(musician),,Providence,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xadN\xceP\xdc\xdaQ\xc0\x0e\xbf\x9bn\xd9\xe9D@',3gDmirZwdIYHGozUPScwgK,folk
55,Hugh Blumenfeld,/wiki/Hugh_Blumenfeld,,"Jamaica, Queens",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xcb\x84_\xea\xe7rR\xc0\xda \x93\x8c\x9cYD@',4ZNUlHvnHjxbxpzOkmkSwR,folk
56,Dock Boggs,/wiki/Dock_Boggs,,"Norton, Virginia",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00|\xd4_\xaf\xb0\xa8T\xc0\xa2\x98\xbc\x01fvB@',2NwYS5UK1AbaTljDWp4uh0,folk
57,Gordon Bok,/wiki/Gordon_Bok,,Camden,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00Mh\x92XR\xee\xc4\xbf\x8cfe\xfb\x90\xc5I@',3ADqA3QBx9iTf6nfre13tr,folk
58,Ralston Bowles,/wiki/Ralston_Bowles,,"Gary, Indiana",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xab\xb1\x84\xb51\xd6U\xc0S\xb3\x07Z\x81\xcbD@',3JFJI7eRCGer7MGFJKOyot,folk
59,Oscar Brand,/wiki/Oscar_Brand,,"Winnipeg, Manitoba",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xda\xff\x00k\xd5HX\xc0s\xbe\xd8{\xf1\xefH@',4moVbJTrAlRWytpFB8GjTz,folk
60,Brewer & Shipley,/wiki/Brewer_%26_Shipley,United States,,b'\x01\x01\x00\x00\x00*\xaa~\xa5\xf3?X\xc0\xc1\xad\xbby\xaa\xdbC@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',4bx9rfUR9C0H26TEiVCwdi,folk
61,Chuck Brodsky,/wiki/Chuck_Brodsky,,Philadelphia,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xc4\xee;\x86\xc7\xcaR\xc0R\x98\xf78\xd3\xfeC@',2I1XI3eYHcCcfVM4rXCrvK,folk
62,David Bromberg,/wiki/David_Bromberg,,"Philadelphia, Pennsylvania",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xc4\xee;\x86\xc7\xcaR\xc0R\x98\xf78\xd3\xfeC@',0SOCskFcUcLj7Ful8w8KrL,folk
63,Jonatha Brooke,/wiki/Jonatha_Brooke,,Illinois,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xcc\xee\xc9\xc3BLV\xc0\x1cC\x00p\xec!D@',3djsIvG79aMILDWDNiyChc,folk
64,The Brothers Four,/wiki/The_Brothers_Four,"Seattle, Washington, U.S.",,b'\x01\x01\x00\x00\x00~\x1a\xf7\xe67\x95^\xc0\xf1)\x00\xc63\xd6G@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',0nd3tsqHVtnAWBCQgwtbIz,folk
65,Greg Brown,/wiki/Greg_Brown_(folk_musician),,"Fairfield, Iowa",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x10\xcd<\xb9\xa6\xfdV\xc0\x15\x1b\xf3:\xe2\x80D@',0nnDCl6emTFoWtygqSs4Jy,folk
66,Tim Buckley,/wiki/Tim_Buckley,,"Washington, D.C.",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xe2\x06|~\x18AS\xc0\xb6\xbeHh\xcbiC@',6zHRqvws8dVeqL8D31ponr,folk
67,David Buskin,/wiki/David_Buskin,,"New York City, New York",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',5MIUrmZEljn4H07pYXtXSN,folk
68,Andrew Calhoun,/wiki/Andrew_Calhoun,,"New Haven, Connecticut",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00xC\x1a\x158;R\xc0\xdbN[#\x82\xa7D@',3w6ZSnKTU0HUe00F6yKyWG,folk
69,Hamilton Camp,/wiki/Hamilton_Camp,,"[1], London",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',"b'\x01\x01\x00\x00\x00\xa6\xb9\x15\xc2j<^@\xa46qr\xbf\xb3,@'",5ND1l6L0UQD7KoAnMupeYY,folk
70,Mary Chapin Carpenter,/wiki/Mary_Chapin_Carpenter,,"Princeton, New Jersey",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x03>?\x8c\x10\xabR\xc0e\xc7F ^-D@',0qAmeOULjwn04k6jMMeDyr,folk
71,Liz Carroll,/wiki/Liz_Carroll,,"Chicago, Illinois",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00j0\r\xc3G\xeaU\xc0#\x15\xc6\x16\x82\xf0D@',69WY727rgGm0EpEd7NSUHM,folk
72,Dave Carter,/wiki/Dave_Carter,,"Oxnard, California",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00f\xbd\x18\xca\x89\xcb]\xc0\x1cz\x8b\x87\xf7\x18A@',3DQlT4YRvt7NCncG9Pk3bE,folk
73,Chad Mitchell Trio,/wiki/Chad_Mitchell_Trio,"Spokane, Washington, United States",,b'\x01\x01\x00\x00\x00\xe0-\x90\xa0\xf8Y]\xc0\x08\x00\x8e={\xd4G@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',5WpHJJKKIF62r8hJfWUwID,folk
74,Len Chandler,/wiki/Len_Chandler,,"Akron, Ohio",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x1e\xa3<\xf3rbT\xc0\xd8\xd4yT\xfc\x89D@',641w67BH81V0VVhxM1Tkya,folk
75,Tracy Chapman,/wiki/Tracy_Chapman,,"Cleveland, Ohio",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x1d\x00qW\xafiT\xc0\xe6\xe5\xb0\xfb\x8e\xbfD@',7oPgCQqMMXEXrNau5vxYZP,folk
76,Cherish the Ladies,/wiki/Cherish_the_Ladies,New York City,,b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',2IMfWWTIcBjATtXsM4GHej,folk
77,Vic Chesnutt,/wiki/Vic_Chesnutt,"Athens, Georgia, U.S.","Jacksonville, Florida","b'\x01\x01\x00\x00\x00d@\xf6z\xf7\xd6T\xc0\x03}""O\x92\xfa@@'","b'\x01\x01\x00\x00\x00\xba\xbac\xb1MjT\xc0""U\x14\xaf\xb2^>@'",7EFfGZiKL1Ud3cspnlMq4H,folk
78,Meg Christian,/wiki/Meg_Christian,,"Lynchburg, Virginia",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xc9v\xbe\x9f\x1a\xc9S\xc0)\\\x8f\xc2\xf5\xb4B@',2rf5kr52MmpgrluGfCSAsS,folk
79,The Civil Wars,/wiki/The_Civil_Wars,"Nashville, Tennessee, U.S.",,b'\x01\x01\x00\x00\x00\xbd\xe1>rk\xb5U\xc0\xc4\x98\xf4\xf7R\x1eB@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',6J7rw7NELJUCThPbAfyLIE,folk
80,Paul Clayton,/wiki/Paul_Clayton_(folksinger),,"New Bedford, Massachusetts",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xf1\xf4JY\x86\xbcQ\xc0Q.\x8d_x\xd5D@',0OP3vGdafC4R9cXSoyRm9B,folk
81,Shana Cleveland,/wiki/Shana_Cleveland,,"Kalamazoo, Michigan",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x7fP\x17)\x94eU\xc0Xq\xaa\xb50#E@',5E6dR5oDjhT39zr1YuXRq0,folk
82,Judy Collins,/wiki/Judy_Collins,"Denver, Colorado, U.S.","Seattle, Washington",b'\x01\x01\x00\x00\x00\x95\x9d~P\x17?Z\xc0\xa3V\x98\xbe\xd7\xdeC@',b'\x01\x01\x00\x00\x00~\x1a\xf7\xe67\x95^\xc0\xf1)\x00\xc63\xd6G@',5yzE49FicYiSxN61oaxkNn,folk
83,Shawn Colvin,/wiki/Shawn_Colvin,"Carbondale, Illinois, U.S.","Vermillion, South Dakota",b'\x01\x01\x00\x00\x00\x89z\xc1\xa79NV\xc0Y\x16L\xfcQ\xdcB@',b'\x01\x01\x00\x00\x00\xc1T3k);X\xc0\xf6\xcf\xd3\x80AdE@',0K7VN4aHxHcEb7PqkfoIVA,folk
84,Annette Conlon,/wiki/Annette_Conlon,"Colorado Springs, Colorado, U.S.",Ohio,b'\x01\x01\x00\x00\x00A\x0ct\xed\x0b4Z\xc0\xbe-X\xaa\x0bpC@',b'\x01\x01\x00\x00\x00f\xa3s~\x8a\xb8T\xc0t\n\xf2\xb3\x91!D@',31ROIrco1CXetL8ZbkYatx,folk
85,Matt Costa,/wiki/Matt_Costa,,"Huntington Beach, California",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x9d\x9f\xe28\xf0\x7f]\xc0\x1c#\xd9#\xd4\xd6@@',0EghvcisxKybq4CVO7rB5t,folk
86,Elizabeth Cotten,/wiki/Elizabeth_Cotten,,"Carrboro, North Carolina",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x06\xb8 [\x96\xc5S\xc0\xff]\x9f9\xeb\xf5A@',1eTZGzLkukATM7FoGltyFs,folk
87,Jim Croce,/wiki/Jim_Croce,,Philadelphia,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xc4\xee;\x86\xc7\xcaR\xc0R\x98\xf78\xd3\xfeC@',1R6Hx1tJ2VOUyodEpC12xM,folk
88,Sis Cunningham,/wiki/Sis_Cunningham,"Watonga, Oklahoma, U.S.",,b'\x01\x01\x00\x00\x00\x89\x99}\x1e\xa3\x9aX\xc0\xa4\x1c\xcc&\xc0\xecA@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',65Q1w5t5usDLaJN4o3NxPU,folk
89,Catie Curtis,/wiki/Catie_Curtis,"Boston, Massachusetts, U.S.",,b'\x01\x01\x00\x00\x00t\xceOq\x1c\xc3Q\xc0\xac\xfe\x08\xc3\x80-E@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',4WB32sqN839h5BEYYXTeNE,folk
90,Barbara Dane,/wiki/Barbara_Dane,,Detroit,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xe4\x12G\x1e\x88\xcaT\xc0\xd3N\xcd\xe5\x063E@',7htyUKqAPLpbTA9nkEhGRf,folk
91,Erik Darling,/wiki/Erik_Darling,,"Baltimore, Maryland",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x0f+\xdc\xf2\x91)S\xc0\n\xbei\xfa\xec\xa8C@',10d2A1Q9bdMCwYnh1yp4rI,folk
92,Grey DeLisle,/wiki/Grey_DeLisle,,"Fort Ord, California",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x03D\xc1\x8c)\xb9]\xc0\xceOq\x1cx\x1bA@',2crxUkgEZN8zedQMY49EOt,folk
93,Kris Delmhorst,/wiki/Kris_Delmhorst,United States,Brooklyn,b'\x01\x01\x00\x00\x00*\xaa~\xa5\xf3?X\xc0\xc1\xad\xbby\xaa\xdbC@',b'\x01\x01\x00\x00\x00N|\xb5\xa38}R\xc0UO\xe6\x1f}SD@',05dHTLCAf68OSX0me9Tmfx,folk
94,Iris DeMent,/wiki/Iris_DeMent,,"Paragould, Arkansas",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xdbo\xedDI\xa1V\xc0#\xbd\xa8\xdd\xaf\x06B@',3NPZs8XgXtaWslUcnIw6rY,folk
95,John Denver,/wiki/John_Denver,,"Roswell, New Mexico",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x86\x91^\xd4\xee!Z\xc0D\xa5\x113\xfb\xb2@@',7EK1bQADBoqbYXnT4Cqv9w,folk
96,Ani DiFranco,/wiki/Ani_DiFranco,,"Buffalo, New York",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xdd\na5\x96\xb6S\xc0\xa9\xa1\r\xc0\x06rE@',0AiTwNtYX8m4uhfU7rJ8RD,folk
97,Alice Di Micele,/wiki/Alice_Di_Micele,,"Elizabeth, New Jersey",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xc3E\xee\xe9\xea\x8bR\xc0MN\xed\x0cSUD@',5GTLKa7etYFhkKklJyoSgX,folk
98,disappear fear,/wiki/Disappear_fear,"Baltimore, Maryland, United States",,b'\x01\x01\x00\x00\x00\x0f+\xdc\xf2\x91)S\xc0\n\xbei\xfa\xec\xa8C@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',3w9VdyLCuydUbddlqD0IWj,folk
99,Alix Dobkin,/wiki/Alix_Dobkin,,"New York, New York",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',52HZJF62jc0beCkLpAbo93,folk
100,DW (Dave) Drouillard,/wiki/DW_(Dave)_Drouillard,,"Buffalo, New York",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xdd\na5\x96\xb6S\xc0\xa9\xa1\r\xc0\x06rE@',4bsWHdJkFtq1r3TcXtKGdv,folk
101,Antje Duvekot,/wiki/Antje_Duvekot,"Philadelphia, Pennsylvania, United States","Heidelberg, West Germany",b'\x01\x01\x00\x00\x00\xc4\xee;\x86\xc7\xcaR\xc0R\x98\xf78\xd3\xfeC@',"b'\x01\x01\x00\x00\x00\xc2l\x02\x0c\xcb_#@Oyt#,|I@'",31XQG7XFy8NkgA1ZLPZM3S,folk
102,Bob Dylan,/wiki/Bob_Dylan,,"Duluth, Minnesota",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',"b""\x01\x01\x00\x00\x00\xd7\x86\x8aq\xfe\x07W\xc0\xc8y\xff\x1f'fG@""",74ASZWbe4lXaubB36ztrGX,folk
103,Eddie from Ohio,/wiki/Eddie_from_Ohio,"Virginia, United States",,b'\x01\x01\x00\x00\x00\xfe\xb7\x92\x1d\x1b\x98S\xc0/\xfa\n\xd2\x8c\xddB@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',2DVqRDtPOOCl9gbzlhJkZg,folk
104,Cass Elliot,/wiki/Cass_Elliot,,Baltimore,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x0f+\xdc\xf2\x91)S\xc0\n\xbei\xfa\xec\xa8C@',5jX7X3kRkfJTRqAdT7RcHk,folk
105,Ramblin' Jack Elliott,/wiki/Ramblin%27_Jack_Elliott,"Brooklyn, New York, United States",,b'\x01\x01\x00\x00\x00N|\xb5\xa38}R\xc0UO\xe6\x1f}SD@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',6iuM8yp1x2N0l6SONhyq4b,folk
106,Mark Erelli,/wiki/Mark_Erelli,,"Boston, Massachusetts",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00t\xceOq\x1c\xc3Q\xc0\xac\xfe\x08\xc3\x80-E@',7s3wus2jgjwHQXjFXAQfB2,folk
107,John Fahey,/wiki/John_Fahey_(musician),,"Washington, D.C.",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xe2\x06|~\x18AS\xc0\xb6\xbeHh\xcbiC@',4js8BDiQwnHLlDmT1shPH7,folk
108,Mimi Fariña,/wiki/Mimi_Fari%C3%B1a,,Palo Alto,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xc9\xadI\xb7%\x88^\xc0F\x06\xb9\x8b0\xb7B@',3CCf0ToNoY3qXMCnVJrSop,folk
109,Richard Fariña,/wiki/Richard_Fari%C3%B1a,,New York City,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',2mQkR9H7yBeT3tJ9vaGPjp,folk
110,Anne Feeney,/wiki/Anne_Feeney,,"Charleroi, Pennsylvania",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xab\xea\xe5w\x9a\xf9S\xc0\xcfH\x84F\xb0\x11D@',2py8XT26ENqhTZFgDB32oy,folk
111,Melissa Ferrick,/wiki/Melissa_Ferrick,"Ipswich, Massachusetts, United States",,b'\x01\x01\x00\x00\x00\x0c<\xf7\x1e.\xb5Q\xc0\xa7\xc9\x8c\xb7\x95ZE@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',6t9IqIePOaGmN4dsL5qQgS,folk
112,Steve Forbert,/wiki/Steve_Forbert,,"Meridian, Mississippi",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xd3\x88\x99}\x1e-V\xc0\x88c]\xdcF1@@',3oAbjWINfcTSAuVUlXXMty,folk
113,Mark Fosson,/wiki/Mark_Fosson,Eastern Kentucky,,b'\x01\x01\x00\x00\x00\xcb\xb9\x14W\x95\xb3T\xc0\xa7\\\xe1].\xc2B@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',1EbntFgtNs5xb6RCa7czk6,folk
